USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
725645 24022 201501070253 290   9 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   35   28 1028.5 30.41  786.9 *** ***  0.00 ***** ***** ***** **
725645 24022 201501070353 290  14 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   37   28 1027.9 30.41  786.9 *** ***  0.00 ***** ***** ***** **
725645 24022 201501070453 230   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   35   27 1027.6 30.40  786.7 *** ***  0.00 ***** ***** ***** **
725645 24022 201501070553 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   36   27 1027.4 30.40  786.7  38  33  0.00 ***** ***** ***** **
725645 24022 201501070653 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   36   26 1028.1 30.42  787.2  43  31  0.00 ***** ***** ***** **
725645 24022 201501070659 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  43 *** ***** *****  0.00 ***** **
725645 24022 201501070753 260  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34   25 1028.2 30.43  787.5 *** ***  0.00 ***** ***** ***** **
725645 24022 201501070853 040   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   29   24 1030.2 30.45  788.0 *** ***  0.00 ***** ***** ***** **
725645 24022 201501070953 ***   0 ***  85 *** * * * 10.0 ** ** ** ** ** ** ** ** *   29   24 1031.1 30.46  788.3 *** ***  0.00 ***** ***** ***** **
725645 24022 201501071053 340  15 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   22   20 1033.4 30.48  788.8 *** ***  0.00 ***** ***** ***** **
725645 24022 201501071151 350  14 ***   2 *** * * *  7.0 ** ** ** ** ** ** ** ** *   19   18 ****** 30.50  789.4 *** *** ***** ***** ***** ***** **
725645 24022 201501071153 350  13 ***   2 *** * * *  6.0 ** ** ** ** 10 ** ** ** *   19   18 1034.7 30.49  789.1  37  19  0.00 ***** ***** ***** **
725645 24022 201501071253 330   8 ***   2 *** * * *  1.5 ** ** ** ** 10 ** ** ** *   18   17 1035.6 30.52  789.9 *** ***  0.00 ***** ***** ***** **
725645 24022 201501071353 290   7 ***   2 *** * * *  1.5 ** ** ** ** 10 ** ** ** *   17   16 1036.6 30.54  790.5 *** ***  0.00 ***** ***** ***** **
725645 24022 201501071453 080   3 ***   3 OBS * * *  0.3 ** ** ** ** 35 ** ** ** *   19   17 1037.7 30.57  791.3 *** ***  0.00 ***** ***** ***** **
725645 24022 201501071551 190   6 ***   2 *** * * *  0.5 ** ** ** ** 35 ** ** ** *   19   18 ****** 30.58  791.6 *** *** ***** ***** ***** ***** **
725645 24022 201501071553 190   6 ***   2 *** * * *  0.5 ** ** ** ** 35 ** ** ** *   20   18 1037.3 30.58  791.6 *** ***  0.00 ***** ***** ***** **
725645 24022 201501071653 170  10 ***   3 OBS * * *  0.5 ** ** ** ** 35 ** ** ** *   20   18 1037.6 30.58  791.6 *** ***  0.00 ***** ***** ***** **
725645 24022 201501071753 190   7 ***   2 *** * * *  1.8 ** ** ** ** 10 ** ** ** *   22   21 1036.0 30.54  790.5  22  17  0.00 ***** ***** ***** **
725645 24022 201501071800 190   6 ***   3 *** * * *  2.5 ** ** ** ** 10 ** ** ** *   22   21 ****** 30.54  790.5 *** *** ***** ***** ***** ***** **
725645 24022 201501071853 170   8 ***   3 *** * * *  6.0 ** ** ** ** 10 ** ** ** *   22   20 1034.3 30.49  789.1 *** ***  0.00 ***** ***** ***** **
725645 24022 201501071953 180   5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   24   22 1032.5 30.45  788.0 *** ***  0.00 ***** ***** ***** **
725645 24022 201501072053 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   27   23 1031.7 30.41  786.9 *** ***  0.00 ***** ***** ***** **
725645 24022 201501072153 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   31   23 1030.3 30.39  786.4 *** ***  0.00 ***** ***** ***** **
725645 24022 201501072253 310   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30   23 1031.5 30.38  786.1 *** ***  0.00 ***** ***** ***** **
725645 24022 201501072353 040   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   25   22 1032.5 30.37  785.8  32  22  0.00 ***** ***** ***** **
725645 24022 201501080053 110   6 *** 722 CLR * * *  8.0 ** ** ** ** ** ** ** ** *   21   20 1032.5 30.35  785.3 *** ***  0.00 ***** ***** ***** **
725645 24022 201501080153 150   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   24   21 1031.1 30.32  784.5 *** ***  0.00 ***** ***** ***** **
725645 24022 201501080253 200   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   23   20 1030.1 30.29  783.7 *** ***  0.00 ***** ***** ***** **
725645 24022 201501080353 230   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   29   21 1026.7 30.24  782.3 *** ***  0.00 ***** ***** ***** **
725645 24022 201501080453 210  22 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   36   21 1024.0 30.20  781.2 *** ***  0.00 ***** ***** ***** **
725645 24022 201501080553 230  26  36 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   38   20 1021.7 30.15  779.9  38  21  0.00 ***** ***** ***** **
725645 24022 201501080653 230  26 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   38   21 1020.0 30.10  778.5  39  17  0.00 ***** ***** ***** **
725645 24022 201501080659 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  39 *** ***** *****  0.00 ***** **
725645 24022 201501080753 230  24 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   37   20 1019.6 30.10  778.5 *** ***  0.00 ***** ***** ***** **
725645 24022 201501080853 340   9 *** 100 *** * * * 10.0 ** ** ** ** ** ** ** ** *   36   21 1019.9 30.12  779.0 *** ***  0.00 ***** ***** ***** **
725645 24022 201501080953 280  18 ***  95 *** * * * 10.0 ** ** ** ** ** ** ** ** *   40   25 1017.9 30.11  778.8 *** ***  0.00 ***** ***** ***** **
725645 24022 201501081053 270  21  33 100 *** * * * 10.0 ** ** ** ** ** ** ** ** *   41   25 1016.9 30.09  778.2 *** ***  0.00 ***** ***** ***** **
725645 24022 201501081153 290  15 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   37   24 1019.5 30.10  778.5  42  34  0.00 ***** ***** ***** **
725645 24022 201501081253 260  15  22 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   38   24 1019.0 30.08  777.9 *** ***  0.00 ***** ***** ***** **
725645 24022 201501081353 250   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   36   25 1019.4 30.09  778.2 *** ***  0.00 ***** ***** ***** **
725645 24022 201501081453 260   6  18 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   38   26 1019.8 30.11  778.8 *** ***  0.00 ***** ***** ***** **
725645 24022 201501081553 320  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   39   26 1019.0 30.12  779.0 *** ***  0.00 ***** ***** ***** **
725645 24022 201501081653 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   41   27 1016.6 30.11  778.8 *** ***  0.00 ***** ***** ***** **
725645 24022 201501081753 350   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   42   27 1015.9 30.10  778.5  44  35  0.00 ***** ***** ***** **
725645 24022 201501081853 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   44   28 1015.1 30.09  778.2 *** ***  0.00 ***** ***** ***** **
725645 24022 201501081953 010   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   45   28 1014.5 30.07  777.7 *** ***  0.00 ***** ***** ***** **
725645 24022 201501082053 020  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   42   30 1015.5 30.08  777.9 *** ***  0.00 ***** ***** ***** **
725645 24022 201501082153 010   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   41   29 1015.6 30.10  778.5 *** ***  0.00 ***** ***** ***** **
725645 24022 201501082253 360  16  24 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   35   28 1017.5 30.13  779.3 *** ***  0.00 ***** ***** ***** **
725645 24022 201501082353 360  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   31   27 1019.6 30.14  779.6  46  31  0.00 ***** ***** ***** **
725645 24022 201501090050 ***   0 ***  15 *** * * * 10.0 ** ** ** ** ** ** ** ** *   28   27 ****** 30.16  780.1 *** *** ***** ***** ***** ***** **
725645 24022 201501090053 ***   0 ***  15 *** * * * 10.0 ** ** ** ** ** ** ** ** *   29   26 1020.4 30.16  780.1 *** ***  0.00 ***** ***** ***** **
725645 24022 201501090153 360   7 ***  13 *** * * * 10.0 ** ** ** ** ** ** ** ** *   29   25 1020.7 30.16  780.1 *** ***  0.00 ***** ***** ***** **
725645 24022 201501090253 320  11 ***  11 *** * * * 10.0 ** ** ** ** ** ** ** ** *   27   24 1021.4 30.18  780.7 *** ***  0.00 ***** ***** ***** **
725645 24022 201501090353 350  15 ***   9 *** * * * 10.0 ** ** ** ** ** ** ** ** *   23   20 1022.9 30.20  781.2 *** ***  0.00 ***** ***** ***** **
725645 24022 201501090453 350  16 ***   9 *** * * * 10.0 ** ** ** ** ** ** ** ** *   20   18 1023.9 30.23  782.0 *** ***  0.00 ***** ***** ***** **
725645 24022 201501090553 340  11 ***   4 *** * * *  5.0 ** ** ** ** 10 ** ** ** *   18   16 1025.8 30.27  783.1  31  18  0.00 ***** ***** ***** **
725645 24022 201501090653 330   6 ***   6 *** * * * 10.0 ** ** ** ** ** ** ** ** *   16   14 1025.7 30.26  782.8  46  16  0.00 ***** ***** ***** **
725645 24022 201501090659 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  46 *** ***** *****  0.00 ***** **
725645 24022 201501090753 ***   0 ***   6 *** * * * 10.0 ** ** ** ** ** ** ** ** *   16   14 1025.0 30.26  782.8 *** ***  0.00 ***** ***** ***** **
725645 24022 201501090853 180   6 ***   6 *** * * * 10.0 ** ** ** ** ** ** ** ** *   17   14 1024.8 30.24  782.3 *** ***  0.00 ***** ***** ***** **
725645 24022 201501090953 140   5 ***   6 *** * * * 10.0 ** ** ** ** ** ** ** ** *   17   15 1024.7 30.22  781.8 *** ***  0.00 ***** ***** ***** **
725645 24022 201501091053 110   3 ***   5 *** * * * 10.0 ** ** ** ** ** ** ** ** *   16   14 1025.1 30.20  781.2 *** ***  0.00 ***** ***** ***** **
725645 24022 201501091153 130   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   16   12 1025.1 30.19  780.9  18  15  0.00 ***** ***** ***** **
725645 24022 201501091253 250   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   10    8 1026.5 30.18  780.7 *** ***  0.00 ***** ***** ***** **
725645 24022 201501091353 350   3 ***   2 OBS * * *  0.3 ** ** ** ** 71 35 ** ** *   15   13 1026.1 30.19  780.9 *** ***  0.00 ***** ***** ***** **
725645 24022 201501091451 060   5 ***   2 *** * * *  3.0 ** ** ** ** 10 ** ** ** *   16   12 ****** 30.21  781.5 *** ***  0.00T***** ***** ***** **
725645 24022 201501091453 070   5 ***   2 *** * * *  2.5 ** ** ** ** 10 ** ** ** *   15   13 1027.2 30.21  781.5 *** ***  0.00 ***** *****  0.00T**
725645 24022 201501091458 090   3 ***   2 *** * * *  0.8 ** ** ** ** 10 ** ** ** *   15   13 ****** 30.21  781.5 *** *** ***** ***** ***** ***** **
725645 24022 201501091553 040   5 ***   2 OBS * * *  0.3 ** ** ** ** 35 ** ** ** *   15   13 1028.5 30.23  782.0 *** ***  0.00 ***** ***** ***** **
725645 24022 201501091653 ***   0 ***   2 OBS * * *  0.3 ** ** ** ** 35 ** ** ** *   16   15 1028.8 30.22  781.8 *** ***  0.00 ***** ***** ***** **
725645 24022 201501091751 ***   0 ***   2 *** * * *  3.0 ** ** ** ** 10 ** ** ** *   19   18 ****** 30.20  781.2 *** *** ***** ***** ***** ***** **
725645 24022 201501091753 ***   0 ***   2 *** * * *  4.0 ** ** ** ** 10 ** ** ** *   19   18 1027.5 30.20  781.2  19  10  0.00  0.00T***** ***** **
725645 24022 201501091853 070   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   23   18 1025.7 30.16  780.1 *** ***  0.00 ***** ***** ***** **
725645 24022 201501091953 360   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   26   19 1023.8 30.11  778.8 *** ***  0.00 ***** ***** ***** **
725645 24022 201501092053 360   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   27   18 1022.7 30.09  778.2 *** ***  0.00 ***** ***** ***** **
725645 24022 201501092153 360   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   26   18 1022.5 30.09  778.2 *** ***  0.00 ***** ***** ***** **
725645 24022 201501092253 350   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   25   15 1022.7 30.08  777.9 *** ***  0.00 ***** ***** ***** **
725645 24022 201501092353 010   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   20   15 1023.3 30.07  777.7  27  19  0.00 ***** ***** ***** **
725645 24022 201501100053 050   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   17   14 1024.3 30.06  777.4 *** ***  0.00 ***** ***** ***** **
725645 24022 201501100153 050   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   17   13 1023.0 30.04  776.9 *** ***  0.00 ***** ***** ***** **
725645 24022 201501100253 040   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   17   13 1022.4 30.03  776.6 *** ***  0.00 ***** ***** ***** **
725645 24022 201501100353 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   15   11 1022.3 30.01  776.0 *** ***  0.00 ***** ***** ***** **
725645 24022 201501100453 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   17   13 1021.0 30.00  775.8 *** ***  0.00 ***** ***** ***** **
725645 24022 201501100553 230  15  23 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   33   19 1017.3 29.99  775.5  33  13  0.00 ***** ***** ***** **
725645 24022 201501100653 250  20 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34   20 1015.7 29.97  775.0  34  10  0.00 ***** ***** ***** **
725645 24022 201501100659 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  34 *** ***** *****  0.00 ***** **
725645 24022 201501100753 260  23  29 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   35   18 1014.4 29.96  774.7 *** ***  0.00 ***** ***** ***** **
725645 24022 201501100853 250  22 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   35   19 1014.5 29.96  774.7 *** ***  0.00 ***** ***** ***** **
725645 24022 201501100953 220  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   20 1015.7 29.97  775.0 *** ***  0.00 ***** ***** ***** **
725645 24022 201501101053 190  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   33   21 1015.5 29.97  775.0 *** ***  0.00 ***** ***** ***** **
725645 24022 201501101153 250  20 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   33   21 1015.5 29.95  774.4  37  31  0.00 ***** ***** ***** **
725645 24022 201501101253 230  22 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   20 1016.0 29.94  774.1 *** ***  0.00 ***** ***** ***** **
725645 24022 201501101353 240  25  32 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   21 1016.2 29.95  774.4 *** ***  0.00 ***** ***** ***** **
725645 24022 201501101453 260  17  28 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34   22 1016.6 29.97  775.0 *** ***  0.00 ***** ***** ***** **
725645 24022 201501101553 240  16 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34   23 1017.8 29.99  775.5 *** ***  0.00 ***** ***** ***** **
725645 24022 201501101653 230  20 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   38   24 1016.9 30.00  775.8 *** ***  0.00 ***** ***** ***** **
725645 24022 201501101753 240  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   40   25 1013.5 30.00  775.8  40  31  0.00 ***** ***** ***** **
725645 24022 201501101853 250  14 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   39   25 1012.1 29.96  774.7 *** ***  0.00 ***** ***** ***** **
725645 24022 201501101953 200   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   40   27 1011.0 29.94  774.1 *** ***  0.00 ***** ***** ***** **
725645 24022 201501102053 200   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   40   27 1010.4 29.92  773.6 *** ***  0.00 ***** ***** ***** **
725645 24022 201501102153 220  14 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   41   27 1010.7 29.92  773.6 *** ***  0.00 ***** ***** ***** **
725645 24022 201501102253 220   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   38   27 1011.4 29.93  773.9 *** ***  0.00 ***** ***** ***** **
725645 24022 201501102353 240  15 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   37   25 1011.8 29.93  773.9  41  37  0.00 ***** ***** ***** **
725645 24022 201501110053 230  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   35   26 1012.6 29.94  774.1 *** ***  0.00 ***** ***** ***** **
725645 24022 201501110153 220  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34   25 1013.2 29.95  774.4 *** ***  0.00 ***** ***** ***** **
725645 24022 201501110253 220  15 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   35   25 1012.2 29.94  774.1 *** ***  0.00 ***** ***** ***** **
725645 24022 201501110353 220  17 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   24 1012.7 29.93  773.9 *** ***  0.00 ***** ***** ***** **
725645 24022 201501110453 210  15 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   31   24 1012.0 29.93  773.9 *** ***  0.00 ***** ***** ***** **
725645 24022 201501110553 220  17 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   25 1011.2 29.93  773.9  37  31  0.00 ***** ***** ***** **
725645 24022 201501110653 220  17 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   24 1011.0 29.92  773.6  41  31  0.00 ***** ***** ***** **
725645 24022 201501110659 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  41 *** ***** *****  0.00 ***** **
725645 24022 201501110753 210  10 ***  45 *** * * * 10.0 ** ** ** ** ** ** ** ** *   31   25 1011.1 29.92  773.6 *** ***  0.00 ***** ***** ***** **
725645 24022 201501110853 220   8 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   30   24 1011.3 29.92  773.6 *** ***  0.00 ***** ***** ***** **
725645 24022 201501110953 230  13 *** 100 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   26 1010.7 29.92  773.6 *** ***  0.00 ***** ***** ***** **
725645 24022 201501111053 230  15 ***  46 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   26 1010.5 29.91  773.3 *** ***  0.00 ***** ***** ***** **
725645 24022 201501111153 250  10 *** 100 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   27 1011.0 29.91  773.3  34  30  0.00 ***** ***** ***** **
725645 24022 201501111253 260  11 *** 100 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   27 1011.3 29.90  773.0 *** ***  0.00 ***** ***** ***** **
725645 24022 201501111353 030   5 ***  60 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   26 1012.0 29.92  773.6 *** ***  0.00 ***** ***** ***** **
725645 24022 201501111453 340   5 ***  50 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   26 1012.6 29.94  774.1 *** ***  0.00 ***** ***** ***** **
725645 24022 201501111553 070   3 ***  50 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   27 1014.7 29.98  775.2 *** ***  0.00 ***** ***** ***** **
725645 24022 201501111653 090   9 ***  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   28 1015.5 30.00  775.8 *** ***  0.00 ***** ***** ***** **
725645 24022 201501111753 060  10 ***  49 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   28 1015.2 30.00  775.8  34  31  0.00T 0.00T***** ***** **
725645 24022 201501111853 020   8 ***  42 *** * * *  9.1 ** ** ** ** ** ** ** ** *   34   28 1015.0 30.00  775.8 *** ***  0.00T***** ***** ***** **
725645 24022 201501111953 020   8 ***  37 *** * * *  3.0 ** ** ** ** 71 ** ** ** *   34   29 1014.6 29.99  775.5 *** ***  0.00T***** ***** ***** **
725645 24022 201501112053 050  11 ***  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   29 1015.5 30.00  775.8 *** ***  0.01 ***** *****  0.00T**
725645 24022 201501112153 030  11 ***  55 *** * * *  5.0 ** ** ** ** 71 10 ** ** *   32   29 1015.8 30.02  776.3 *** ***  0.00T***** ***** ***** **
725645 24022 201501112253 040   8 ***  38 *** * * *  2.5 ** ** ** ** 71 10 ** ** *   31   29 1017.0 30.04  776.9 *** ***  0.00T***** ***** ***** **
725645 24022 201501112353 050   7 ***  47 *** * * *  3.0 ** ** ** ** 71 10 ** ** *   31   29 1018.0 30.07  777.7  34  31  0.00T***** ***** ***** **
725645 24022 201501120053 040   6 ***  44 *** * * *  2.5 ** ** ** ** 71 10 ** ** *   30   29 1019.2 30.09  778.2 *** ***  0.00T***** ***** ***** **
725645 24022 201501120059 040   5 ***  20 *** * * *  3.0 ** ** ** ** 71 10 ** ** *   30   29 ****** 30.10  778.5 *** ***  0.00T***** ***** ***** **
725645 24022 201501120153 050   5 ***  20 *** * * *  4.0 ** ** ** ** 71 10 ** ** *   30   29 1019.5 30.11  778.8 *** ***  0.00T***** ***** ***** **
725645 24022 201501120253 ***   0 ***  22 *** * * *  6.0 ** ** ** ** 71 10 ** ** *   30   29 1019.8 30.12  779.0 *** ***  0.01 ***** *****  0.00T**
725645 24022 201501120353 ***   0 ***  70 *** * * *  3.0 ** ** ** ** 71 10 ** ** *   29   28 1020.7 30.14  779.6 *** ***  0.00T***** ***** ***** **
725645 24022 201501120358 ***   0 ***   9 *** * * *  3.0 ** ** ** ** 10 ** ** ** *   29   28 ****** 30.14  779.6 *** ***  0.00T***** ***** ***** **
725645 24022 201501120453 140   7 ***  10 *** * * *  5.0 ** ** ** ** 10 ** ** ** *   29   28 1021.0 30.15  779.9 *** ***  0.00T***** ***** ***** **
725645 24022 201501120553 150  15 ***  47 *** * * * 10.0 ** ** ** ** ** ** ** ** *   28   26 1021.4 30.15  779.9  31  28  0.00 ***** ***** ***** **
725645 24022 201501120653 150  15 ***  48 *** * * * 10.0 ** ** ** ** ** ** ** ** *   26   25 1021.6 30.15  779.9  34  26  0.00T***** ***** ***** **
725645 24022 201501120659 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  34 *** ***** *****  0.02 ***** **
725645 24022 201501120753 150  16 ***  50 *** * * *  9.1 ** ** ** ** ** ** ** ** *   25   24 1022.0 30.16  780.1 *** ***  0.00 ***** ***** ***** **
725645 24022 201501120853 160  13 ***  60 *** * * * 10.0 ** ** ** ** ** ** ** ** *   24   22 1022.6 30.17  780.4 *** ***  0.00T***** *****  0.00T**
725645 24022 201501120953 170  10 ***  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   24   22 1023.3 30.18  780.7 *** ***  0.00 ***** ***** ***** **
725645 24022 201501121053 170   9 ***  50 *** * * * 10.0 ** ** ** ** ** ** ** ** *   23   21 1023.7 30.17  780.4 *** ***  0.00 ***** ***** ***** **
725645 24022 201501121153 170   7 ***  50 *** * * * 10.0 ** ** ** ** ** ** ** ** *   23   21 1023.5 30.17  780.4  28  22  0.00  0.00T***** ***** **
725645 24022 201501121253 160  11 ***  48 *** * * * 10.0 ** ** ** ** ** ** ** ** *   26   22 1023.0 30.17  780.4 *** ***  0.00 ***** ***** ***** **
725645 24022 201501121353 160   9 ***  50 *** * * * 10.0 ** ** ** ** ** ** ** ** *   25   22 1023.2 30.17  780.4 *** ***  0.00 ***** ***** ***** **
725645 24022 201501121453 160  11 ***  60 *** * * * 10.0 ** ** ** ** ** ** ** ** *   25   21 1023.2 30.17  780.4 *** ***  0.00 ***** ***** ***** **
725645 24022 201501121553 150  14 ***  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   26   21 1023.8 30.19  780.9 *** ***  0.00 ***** ***** ***** **
725645 24022 201501121653 160   9 ***  60 *** * * * 10.0 ** ** ** ** ** ** ** ** *   29   22 1023.8 30.20  781.2 *** ***  0.00 ***** ***** ***** **
725645 24022 201501121753 160  11 ***  60 *** * * * 10.0 ** ** ** ** ** ** ** ** *   31   24 1022.9 30.19  780.9  31  23  0.00 ***** ***** ***** **
725645 24022 201501121853 160  14 ***  75 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   24 1021.8 30.14  779.6 *** ***  0.00 ***** ***** ***** **
725645 24022 201501121953 160  14 ***  90 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   24 1020.8 30.12  779.0 *** ***  0.00 ***** ***** ***** **
725645 24022 201501122053 160  15 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   34   24 1020.2 30.10  778.5 *** ***  0.00 ***** ***** ***** **
725645 24022 201501122153 160  14 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34   24 1019.8 30.09  778.2 *** ***  0.00 ***** ***** ***** **
725645 24022 201501122253 150  11 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   30   22 1020.7 30.09  778.2 *** ***  0.00 ***** ***** ***** **
725645 24022 201501122353 170  11 ***  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   27   20 1021.6 30.10  778.5  35  27  0.00 ***** ***** ***** **
725645 24022 201501130053 200   5 ***  60 *** * * * 10.0 ** ** ** ** ** ** ** ** *   24   20 1022.1 30.11  778.8 *** ***  0.00 ***** ***** ***** **
725645 24022 201501130153 160   9 ***  60 *** * * * 10.0 ** ** ** ** ** ** ** ** *   24   19 1022.3 30.12  779.0 *** ***  0.00 ***** ***** ***** **
725645 24022 201501130253 200  10 ***  60 *** * * * 10.0 ** ** ** ** ** ** ** ** *   23   19 1022.6 30.11  778.8 *** ***  0.00 ***** ***** ***** **
725645 24022 201501130353 190   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   21   17 1022.5 30.11  778.8 *** ***  0.00 ***** ***** ***** **
725645 24022 201501130453 240   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   18   15 1022.6 30.11  778.8 *** ***  0.00 ***** ***** ***** **
725645 24022 201501130553 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19   16 1021.6 30.10  778.5  27  18  0.00 ***** ***** ***** **
