Wnd Spd (m/s) Power (kW) 
      0.00      0.000 
      4.00      0.000 
      5.04    207.262 
      6.10    425.154 
      6.97    699.600 
      8.03   1127.452 
      8.76   1498.821 
      9.39   1797.525 
     10.16   2128.511 
     10.98   2338.361 
     11.66   2443.250 
     12.47   2500.000 
     25.00   2500.000 
     25.01      0.000 
     50.00      0.000 
