Wind Speed (m/s) Power (kW) 
      0.00      0.000 
      3.00      0.000 
      4.05     38.229 
      5.35     92.555 
      6.30    148.893 
      7.14    213.280 
      8.05    301.811 
      8.89    402.414 
      9.66    503.018 
     10.50    607.646 
     11.70    732.394 
     12.89    814.889 
     13.77    845.070 
     15.38    850.000 
     25.00    850.000 
     25.01      0.000 
     50.00      0.000
